price,state,city,images_count,storage_size_gb,ram_size_gb,fingerprint,touch,warranty,urgent_sell,clean_model_series,is_discrete,gpu_vendor,cpu_composite_clean,clean_brand,clean_display_inches,clean_gpu_composite,description,is_global_train,cpu_tier,gpu_tier,state_target_enc,city_target_enc,clean_model_series_target_enc,gpu_vendor_target_enc,cpu_composite_clean_target_enc,clean_brand_target_enc,clean_gpu_composite_target_enc,listing_age_days,price_normalized,condition_degradation_index,expert_model_route
37999.0,Karnataka,Bengaluru,9,256,16,0,0,0,0,Lenovo ThinkPad,1,NVIDIA,INTEL_CORE_I7_SKU10310_U,LENOVO,14.0,NVIDIA_QUADRO_PRO_SYSRAM,"Lenovo ThinkPad P14s G1 – i7 Workstation Laptop

️ Specifications:

Model: Lenovo ThinkPad P14s

Processor: Intel Core i7 10th Gen (10310U)

Display: 14” Full HD Anti-Glare ️

RAM: 16GB DDR4 (Upgradeable)

Storage: 256GB SSD (Fast Boot)

Graphics: 2GB NVIDIA Quadro P520

Keyboard: Backlit Keyboard ⌨️

Webcam: HD Camera

OS: Windows 11 Pro (Original)

Price: 37,999/-*

For Best Offers and Deals Contact: ⑥③⑥③⑦②⑤⑤⑧⑤",True,7,5,35912.49480968858,35902.474903474904,31483.41059602649,54768.00866217517,31635.363636363636,30011.453300124533,37692.05128205128,31.26661,10.545341438708522,0.0,3
25000.0,Rajasthan,Jaipur,6,512,16,0,0,0,0,Lenovo ThinkPad,0,INTEL,INTEL_CORE_I7_SKU11_TH,LENOVO,14.1,INTEL_INFERRED_IGPU_SYSRAM,"Lenovo ThinkPad
Model-T14
I7 11th Gen 
16gb ram 
512 ssd 
C type port 
Usb port 
Hdmi port
Lan port 
Wifi/camera
Windows 10th 
Gait technology jaipur",True,7,1,25167.173252279634,24006.67175572519,30015.243902439026,27011.38211382114,35727.541401273884,30006.082725060827,27910.309278350516,31.131828,10.12667110305036,0.0,1
46000.0,Uttar Pradesh,Ghaziabad,6,500,8,0,0,0,0,Asus TUF Gaming,1,NVIDIA,AMD_RYZEN_5_SKU4600_H,ASUS,15.6,GTX1650_SYSRAM,"Main bech raha hoon Asus TUF Gaming A15 laptop, 2023 mein kharida hua, excellent condition.
 Processor: AMD Ryzen 5 4600H with Radeon Graphics
 RAM: 8 GB
 Storage: 500 GB SSD (fast performance)
 Graphics: 4 GB dedicated (GTX 1650)
 Screen: 15.6″ FHD (gaming / smooth display)
 Usage: Gaming, editing, college, office, multitasking
 Condition: No scratches, no issues, battery working fine
 Included: Charger, original box 
Reason for selling: Upgrading / moving to another device",True,5,4,31972.79891304348,29825.869565217392,44247.25806451613,54764.625,34436.84375,39825.22330097087,36118.336134453784,30.49066,10.736418414365374,0.0,3
25000.0,Maharashtra,Sangli Miraj Kupwad,5,512,8,0,0,0,0,Lenovo IdeaPad,0,INTEL,INTEL_CORE_I3_SKU12_TH,LENOVO,15.6,INTEL_UHD_SYSRAM,"Sparingly used Lenovo IdeaPad Slim 3i (Model: 82RK019DIN) in mint condition. Perfect for students, office work, or software developers.

​Key Specifications:

​Processor: Intel Core i3-1215U (12th Gen) - 6 Cores (Much faster than older 11th Gen models)

​RAM: 8GB DDR4 (Expandable up to 16GB)

​Storage: 512GB NVMe SSD (Super fast boot-up in 10 seconds)

​Display: 15.6"" Full HD (1920x1080) Anti-glare

​Graphics: Integrated Intel UHD Graphics

​Keyboard: Full-size keyboard with Numpad

​Webcam: 720p HD with Privacy Shutter

​Condition & Usage:

​Usage: Used carefully for study purpose.

​Physical Condition: 10/10. No scratches on the screen, no dents on the body.

​Battery: Health is excellent; gives a backup of 4-5 hours easily.

​Software: Genuine Windows 11 and MS Office Home & Student pre-installed.

​What you will get:

​Laptop (Lenovo IdeaPad Slim 3i)

​Original Lenovo 65W Round Tip Charger",True,3,1,30999.983579638752,31362.727272727272,30028.075471698114,27012.93756065998,27579.565217391304,30011.30012300123,22317.985865724382,30.47213,10.12667110305036,0.0,-1
24900.0,Tamil Nadu,Chennai,6,512,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU11_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 5420 
I5 11th generation 
8gb ram 
512gb SSD 
14 inch screen 
Battery health exlent 
Webcam blutooth Wi-Fi 
Brand new condition 
Lite used laptop available 
6month service warranty 
10 days testing warrenty",False,5,1,27944.589928057554,26616.25322997416,26948.77283653846,27508.086188992733,28041.372881355932,28018.455252918287,27909.800759013284,30.459976,10.122663242288953,0.0,1
24900.0,Tamil Nadu,Chennai,6,512,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU11_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 5420 
I5 11th generation 
8gb ram 
512gb SSD 
14 inch screen 
Battery health exlent 
Webcam blutooth Wi-Fi 
Lite used laptop available 
Brand new condition 
6month service warranty 
10 days testing warrenty",True,5,1,27954.752650176677,26160.22435897436,26960.323442136498,27511.36407924651,28052.003533568906,28022.73417721519,27912.287866772404,30.458622,10.122663242288953,0.0,1
21500.0,Tamil Nadu,Chennai,6,256,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU10_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 5410 
I5 10th generation 
8gb ram 
256gb SSD 
14 inch screen 
Webcam blutooth Wi-Fi 
Lite used laptop available 
Battery health exlent 
Brand new condition 
6month service warranty",True,5,1,27954.559859154928,26153.798761609905,26567.49315068493,27012.93756065998,24626.439688715953,28023.232633279484,27513.76475216365,30.456783,9.975854724662028,0.0,1
23800.0,Tamil Nadu,Chennai,5,256,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I7_SKU10_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 5411 
I7 10th generation 
8gb ram 
256gb SSD 
14 inch screen 
Webcam blutooth Wi-Fi 
Battery health exlent 
Lite used laptop available 
Brand new condition 
6month service warranty",True,7,1,27954.752650176677,26160.22435897436,26960.323442136498,27511.36407924651,33862.63636363636,28022.73417721519,27912.287866772404,30.45477,10.077482875583607,0.0,1
23900.0,Tamil Nadu,Chennai,6,256,16,0,1,1,0,Lenovo ThinkPad,0,INTEL,INTEL_CORE_I7_SKU10_TH,LENOVO,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Lenovo ThinkPad T14 
Touchi screen 
I7 10th generation 
16gb ram 
256gb SSD 
14 inch screen 
Webcam blutooth Wi-Fi
Battery health exlent 
Lite used laptop available 
6month service warranty",True,7,1,27954.752650176677,26160.22435897436,31483.41059602649,27511.36407924651,33862.63636363636,30011.453300124533,27912.287866772404,30.451632,10.081675578048475,0.0,1
42999.0,Kerala,Kochi,8,512,16,0,0,0,0,HP EliteBook,0,INTEL,INTEL_CORE_I5_SKU12_TH,HP,13.3,INTEL_INFERRED_IGPU_SYSRAM,"HP ELITEBOOK I5 12TH 
RAM 16
SSD 512
MRP 45999
OFFER Price 42999",True,5,1,33886.73139158576,31397.51020408163,30028.571428571428,27011.38211382114,39502.61780104712,30003.96531219029,27910.309278350516,30.451216,10.668955394675699,0.0,1
41999.0,Kerala,Kochi,6,512,8,0,0,0,0,Asus TUF Gaming,1,NVIDIA,INTEL_CORE_I5_SKU11_TH,ASUS,16.0,RTX2050_4GB,"ASUS TUF GAMING i5 11TH 
RAM 8
SSD 512
RTX2050 4GB 
MRP 44999
OFFER Price 41999",True,5,5,34870.517799352754,30999.0,44277.82474226804,54768.00866217517,28052.003533568906,39833.929889298895,41141.32075471698,30.449364,10.645424897265505,0.0,3
33999.0,Kerala,Kochi,7,512,16,0,0,0,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU11_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"DELL latitude i5 11th
RAM 16
SSD 512
MRP 35999
OFFER price 33999
RAM",False,5,1,34360.130208333336,30999.0,26948.77283653846,27508.086188992733,28041.372881355932,28018.455252918287,27909.800759013284,30.445591,10.4341158035983,0.0,1
24900.0,Tamil Nadu,Chennai,6,512,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU11_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 5420 
I5 11th generation 
8gb ram 
512gb SSD 
14 inch screen 
Battery health exlent 
Lite used laptop available 
Webcam blutooth Wi-Fi 
Brand new condition 
6month service warranty",False,5,1,27944.589928057554,26616.25322997416,26948.77283653846,27508.086188992733,28041.372881355932,28018.455252918287,27909.800759013284,30.444166,10.122663242288953,0.0,1
24900.0,Tamil Nadu,Chennai,6,512,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU11_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 5420 
I5 11th generation 
8gb ram 
512gb ssd 
14 inch screen 
Webcam blutooth Wi-Fi 
Battery health exlent 
Lite used laptop available 
Brand new condition 
6month service warranty",True,5,1,27954.559859154928,26153.798761609905,26567.49315068493,27012.93756065998,28051.356020942407,28023.232633279484,27513.76475216365,30.443056,10.122663242288953,0.0,1
21500.0,Tamil Nadu,Chennai,6,256,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU10_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 5410 
I5 10th generation 
8gb ram 
256gb SSD 
14 inch screen 
Webcam blutooth Wi-Fi
Battery health exlent 
Lite used laptop available 
Brand new condition 
6month service warranty",False,5,1,27944.589928057554,26616.25322997416,26948.77283653846,27508.086188992733,24603.15873015873,28018.455252918287,27909.800759013284,30.440914,9.975854724662028,0.0,1
23800.0,Tamil Nadu,Chennai,5,256,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I7_SKU10_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 5411 
I7 10th generation 
8gb ram 
256gb SSD 
14 inch screen 
Battery health exlent 
Webcam blutooth Wi-Fi 
Lite used laptop available 
Brand new condition 
6month service warranty",True,7,1,27954.347826086956,26643.7908496732,27058.295964125562,27012.70772238514,31951.965065502183,28022.837304847988,27513.502779984115,30.439074,10.077482875583607,0.0,1
23900.0,Tamil Nadu,Chennai,6,256,16,0,1,1,0,Lenovo ThinkPad,0,INTEL,INTEL_CORE_I7_SKU10_TH,LENOVO,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Lenovo ThinkPad T14 
Touch screen 
I7 10th generation 
16gb ram 
256gb SSD 
14 inch screen 
Battery health exlent 
Webcam blutooth Wi-Fi 
Lite used laptop available 
Brand new condition 
6month service warranty",False,7,1,27944.589928057554,26616.25322997416,30025.163727959698,27508.086188992733,31964.62897526502,30009.80372914622,27909.800759013284,30.437489,10.081675578048475,0.0,1
49999.0,Kerala,Wayanad,4,512,16,0,0,0,0,Other / Unclassified Hardware,1,NVIDIA,INTEL_CORE_I5_SKU13420_H,INFINIX,15.6,RTX4050_6GB,"*GAMING LAPTOP INFINIX RTX 4050 6 gb in INTEL I5 13 th *

*13th Gen Intel(R) Core(TM) i5-13420H, 2100 Mhz, 8 Core(s), 12 Logical Processor(s)*


*16 GB RAM DDR5 5200*

*SSD 512 NVMe*

*DISPLAY 15.6 inch 1920 x1080 ,120Hz*

*CAMERA 0.9MP  (1280x720)*

*KEYBOARD BACK RGB LIGHT*


*NVIDIA GeForce RTX 4050 6️⃣GB DEDICATION GRAPHIC*

*CHARGER 210W*

*UZ RATE49999*",True,5,6,33903.15335463259,35499.1875,28017.88312462731,54764.625,49242.24324324324,23792.758620689656,63999.767441860466,30.431887,10.819778284410283,0.0,3
15500.0,Andhra Pradesh,Ongole,3,256,8,0,0,0,0,Other / Unclassified Hardware,0,AMD,AMD_RYZEN_3_SKU3250_U,LENOVO,14.0,AMD_INFERRED_IGPU_SYSRAM,"Lenovo E41-55

Amd Ryzen 3 3250U procsser

8gb Ram

256gb SSD

2gb Radoem grafics

14inch Screen

3& hours Battery backup Orginal charger

Don't ask cheep price",True,3,1,34550.449438202246,36249.166666666664,28017.88312462731,28061.73029045643,24216.956521739132,30011.30012300123,26602.48291571754,30.43169,9.648659816955295,0.1729881281305968,2
24900.0,Tamil Nadu,Chennai,6,512,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU11_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 5420 
I5 11th generation 
8gb ram 
512gb SSD 
14 inch screen 
Webcam blutooth Wi-Fi 
Battery health exlent 
Lite used laptop available 
Brand new condition 
6month service warranty",False,5,1,27944.589928057554,26616.25322997416,26948.77283653846,27508.086188992733,28041.372881355932,28018.455252918287,27909.800759013284,30.430948,10.122663242288953,0.0,1
21500.0,Tamil Nadu,Chennai,6,256,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU10_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 5410 
I5 10th generation 
8gb ram 
256gb SSD 
14 inch screen 
Battery health exlent 
Webcam blutooth Wi-Fi 
Lite used laptop available 
Brand new condition 
6month service warranty",True,5,1,27956.345454545455,26645.59870550162,27058.25925925926,27909.983891752578,25025.75257731959,28023.39024390244,28010.746280344556,30.427801,9.975854724662028,0.0,1
27999.0,Karnataka,Bengaluru,7,256,8,0,0,0,0,Lenovo ThinkPad,1,NVIDIA,INTEL_CORE_I5_SKU10310_U,LENOVO,14.0,NVIDIA_QUADRO_PRO_SYSRAM,"*Lenovo ThinkPad P14s G1 – i5 Workstation Laptop*

 Specifications:


 Model: Lenovo ThinkPad P14s

  Processor: Intel Core i5 10th Gen (10310U) 

  Display: 14” Full HD Anti-Glare 

  RAM: 8GB DDR4 (Upgradeable) 

  Storage: 256GB SSD (Fast Boot) 

  Graphics: 2GB NVIDIA Quadro P520 

  Keyboard: Backlit Keyboard 

  Webcam: HD Camera 

  OS: Windows  11 Pro (Original) 


price: *27,999/-*
Location: Banglore
Call or WhatsApp for Quick response",True,5,5,35912.49480968858,35902.474903474904,31483.41059602649,54768.00866217517,29249.0,30011.453300124533,37692.05128205128,30.426239,10.239959789157341,0.0,3
23800.0,Tamil Nadu,Chennai,5,256,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I7_SKU10_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Dell latitude 5411 
I7 10th generation 
8gb ram 
256gb SSD 
14 inch screen 
Battery health exlent 
Lite used laptop available 
Webcam blutooth Wi-Fi 
Brand new condition 
6month service warranty",False,7,1,27944.589928057554,26616.25322997416,26948.77283653846,27508.086188992733,31964.62897526502,28018.455252918287,27909.800759013284,30.426134,10.077482875583607,0.0,1
27999.0,Karnataka,Bengaluru,6,256,8,0,0,0,0,Lenovo ThinkPad,1,NVIDIA,INTEL_CORE_I5_SKU10310_U,LENOVO,14.0,NVIDIA_QUADRO_PRO_SYSRAM,"*Lenovo ThinkPad P14s G1 – i5 Workstation Laptop*


️ Specifications:

 Model: Lenovo ThinkPad P14s


  Processor: Intel Core i5 10th Gen (10310U) 

  Display: 14” Full HD Anti-Glare 

  RAM: 8GB DDR4 (Upgradeable) 

  Storage: 256GB SSD (Fast Boot) 

  Graphics: 2GB NVIDIA Quadro P520 

  Keyboard: Backlit Keyboard 

  Webcam: HD Camera 

  OS: Windows  11 Pro (Original) 


price: *27,999/-*

Location : Banglore, HSR Layout Sector 1
Call / WhatsApp for quick response
Contact Us: ⑥③⑥③⑦②⑤⑤⑧⑤",True,5,5,35912.793103448275,35903.030710172745,31484.44099378882,52784.5151811949,29199.0,30505.009615384617,38552.36842105263,30.425938,10.239959789157341,0.0,3
23900.0,Tamil Nadu,Chennai,6,256,16,0,1,1,0,Lenovo ThinkPad,0,INTEL,INTEL_CORE_I7_SKU10_TH,LENOVO,14.0,INTEL_INFERRED_IGPU_SYSRAM,"Lenovo ThinkPad T14 
Touch screen 
I7 10th generation 
16gb ram 
256gb SSD 
14 inch screen 
Lite used laptop 
Battery health exlent 
Brand new condition 
6month service warranty",True,7,1,27954.347826086956,26643.7908496732,30028.2131661442,27012.70772238514,31951.965065502183,30011.029411764706,27513.502779984115,30.424908,10.081675578048475,0.0,1
25000.0,Tamil Nadu,Coimbatore,2,256,8,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I5_SKU11_TH,DELL,14.0,INTEL_INFERRED_IGPU_SYSRAM,"DELL CORE I5 11TH GEN PROCESSOR 
8GB RAM 
256GB NVME SSD HDD 
ALL OPTION 
2HOURS BATTERY BACKUP 
14""INCH DISPLAY 

FIXED PRICE
3MONTHS WARRANTY 

SHOP ADDRESS 
SRI COMPUTERS 
NO:21,8TH STREET 
GANDHIPURAM 
COIMBATORE -12",True,5,1,27954.347826086956,31936.04651162791,27058.295964125562,27012.70772238514,28051.554347826088,28022.837304847988,27513.502779984115,30.422117,10.12667110305036,0.14700705189760302,2
26000.0,Tamil Nadu,Coimbatore,4,256,16,0,0,1,0,Dell Latitude,0,INTEL,INTEL_CORE_I7_SKU10_TH,DELL,13.3,INTEL_INFERRED_IGPU_SYSRAM,"DELL CORE I7 10TH GEN PROCESSOR 
16GB RAM 
256GB NVME SSD HDD 
ALL OPTION 
2+ HOURS BATTERY BACKUP 
13.3""INCH DISPLAY 

FIXED PRICE 
3MONTHS WARRANTY 

SHOP ADDRESS 
SRI COMPUTERS 
NO:21,8TH STREET 
GANDHIPURAM 
COIMBATORE -12",False,7,1,27944.589928057554,31953.870967741936,26948.77283653846,27508.086188992733,31964.62897526502,28018.455252918287,27909.800759013284,30.420532,10.165890277802454,0.14426950408889633,2
24000.0,Karnataka,Bengaluru,7,512,8,0,0,0,0,Lenovo IdeaPad,0,AMD,AMD_RYZEN_5_SKU3500_U,LENOVO,15.6,AMD_INFERRED_IGPU_SYSRAM,Laptop. Just 1 years old(price negotiable),True,5,1,37391.8302828619,37869.84870848709,30028.075471698114,28061.73029045643,24571.14285714286,30011.30012300123,26602.48291571754,30.416054,10.085850775128717,0.0,0
35000.0,Uttar Pradesh,Varanasi,12,256,16,0,0,1,0,Asus TUF Gaming,0,UNKNOWN,AMD_RYZEN_5_SKU3400_G,ASUS,15.6,INFERRED_ENTRY_DGPU,"Pc components 
Processor ryzen 5 3400g 
Motherboard asus tuf B450 gaming pluse ( premimum motherboard for high end processor and gpu ) 
Ram ddr4 (8x2) =16gb 
Ssd 256gb nvme m.2 gen4 
Psu coconut 550w 80+bronz (american brand )
Cabinate clarion 4 fan rgb mid tower 
Windos 11 pro install 
Note : only psu and cabinate is new only 1month old 
If you buy i give you 3 month warranty from my side 
Pc part like ram, ssd, cpu,motherboard  is parchage in nov 2022 but not used since march  2023 to march 2025  only few months use because i bought a mac mini m2  
If you want to buy simpaly text me and know more information about it python pandas nampy vs code jypter all are run smooth 
Valorant 140+ fps 
Gta 5 150+ fps 
God of war 60+fps in lower setting",True,5,2,31972.79891304348,28420.78947368421,44247.25806451613,45796.917293233084,28157.36842105263,39825.22330097087,43957.34042553192,30.401527,10.463131911491967,0.0,0
